DateID,Day of week,Dayweek,Month,Year
Date2870,Weekday,Thursday,1,2019
Date2871,Weekday,Thursday,1,1998
Date2872,Weekend,Sunday,10,2023
Date2873,Weekend,Monday,7,2002
Date2874,Weekday,Monday,2,1994
Date2875,Weekday,Friday,1,2003
Date2876,Weekend,Sunday,6,2021
Date2877,Weekday,Monday,6,2005
Date2878,Weekday,Tuesday,6,2004
Date2879,Weekday,Tuesday,7,2013
Date2880,Weekend,Friday,11,1993
Date2881,Weekend,Saturday,9,1993
Date2882,Weekend,Sunday,2,2014
Date2883,Weekend,Saturday,5,2021
Date2884,Weekend,Saturday,11,1989
Date2885,Weekday,Thursday,5,2020
Date2886,Weekend,Sunday,9,2007
Date2887,Weekend,Sunday,8,2011
Date2888,Weekday,Friday,10,2013
Date2889,Weekday,Tuesday,2,2001
Date2890,Weekday,Tuesday,12,1989
Date2891,Weekday,Monday,2,2010
Date2892,Weekend,Sunday,2,1989
Date2893,Weekend,Friday,11,2020
Date2894,Weekend,Friday,7,2023
Date2895,Weekday,Thursday,11,2004
Date2896,Weekday,Wednesday,11,2021
Date2897,Weekend,Saturday,1,1997
Date2898,Weekday,Monday,3,2014
Date2899,Weekday,Thursday,9,2022
Date2900,Weekday,Friday,10,2005
Date2901,Weekend,Saturday,7,2005
Date2902,Weekday,Tuesday,7,2002
Date2903,Weekday,Tuesday,7,2004
Date2904,Weekend,Saturday,7,1993
Date2905,Weekday,Tuesday,6,2005
Date2906,Weekday,Thursday,2,2015
Date2907,Weekend,Saturday,6,1994
Date2908,Weekend,Saturday,5,2009
Date2909,Weekday,Monday,11,1990
Date2910,Weekend,Friday,9,1994
Date2911,Weekday,Thursday,1,2002
Date2912,Weekday,Wednesday,3,1991
Date2913,Weekday,Wednesday,8,1990
Date2914,Weekday,Wednesday,6,1989
Date2915,Weekday,Monday,11,2019
Date2916,Weekday,Monday,6,2018
Date2917,Weekday,Wednesday,5,2023
Date2918,Weekend,Saturday,1,2000
Date2919,Weekend,Friday,1,1996
Date2920,Weekend,Saturday,5,1994
Date2921,Weekend,Monday,9,1990
Date2922,Weekday,Thursday,10,2001
Date2923,Weekend,Saturday,10,1990
Date2924,Weekday,Thursday,12,2012
Date2925,Weekday,Monday,1,2023
Date2926,Weekday,Thursday,12,1990
Date2927,Weekend,Sunday,2,1997
Date2928,Weekend,Sunday,10,2018
Date2929,Weekday,Friday,7,1989
Date2930,Weekday,Wednesday,3,2022
Date2931,Weekend,Saturday,11,1996
Date2932,Weekend,Sunday,9,2013
Date2933,Weekday,Friday,2,1994
Date2934,Weekend,Saturday,10,2004
Date2935,Weekday,Wednesday,4,2009
Date2936,Weekday,Friday,8,2009
Date2937,Weekday,Monday,8,2014
Date2938,Weekday,Wednesday,6,2005
Date2939,Weekend,Sunday,4,2006
Date2940,Weekday,Friday,11,2003
Date2941,Weekday,Friday,6,2010
Date2942,Weekday,Wednesday,1,1993
Date2943,Weekday,Monday,1,2015
Date2944,Weekday,Friday,4,2000
Date2945,Weekday,Wednesday,7,2017
Date2946,Weekend,Monday,9,2022
Date2947,Weekday,Monday,5,2016
Date2948,Weekend,Saturday,3,1996
Date2949,Weekend,Friday,12,1999
Date2950,Weekend,Sunday,11,2009
Date2951,Weekday,Tuesday,5,1991
Date2952,Weekend,Saturday,1,2013
Date2953,Weekday,Wednesday,10,2002
Date2954,Weekend,Sunday,7,2019
Date2955,Weekend,Saturday,2,2012
Date2956,Weekend,Saturday,8,2009
Date2957,Weekday,Wednesday,10,1999
Date2958,Weekend,Saturday,10,1993
Date2959,Weekday,Thursday,12,1991
Date2960,Weekday,Wednesday,2,2006
Date2961,Weekend,Saturday,5,2001
Date2962,Weekday,Thursday,3,1990
Date2963,Weekday,Tuesday,4,2022
Date2964,Weekend,Sunday,7,2008
Date2965,Weekday,Tuesday,3,2012
Date2966,Weekday,Monday,8,2000
Date2967,Weekend,Sunday,3,2023
Date2968,Weekday,Thursday,6,1999
Date2969,Weekend,Sunday,12,1994
Date2970,Weekend,Friday,10,2018
Date2971,Weekday,Thursday,2,2022
Date2972,Weekend,Friday,1,2021
Date2973,Weekday,Friday,1,2015
Date2974,Weekday,Wednesday,8,1995
Date2975,Weekday,Monday,1,2011
Date2976,Weekday,Monday,9,2005
Date2977,Weekend,Saturday,1,2016
Date2978,Weekday,Monday,2,2007
Date2979,Weekend,Sunday,7,2004
Date2980,Weekday,Tuesday,3,2000
Date2981,Weekend,Saturday,10,1997
Date2982,Weekday,Friday,6,2009
Date2983,Weekday,Tuesday,4,2017
Date2984,Weekday,Thursday,10,2018
Date2985,Weekend,Saturday,3,1998
Date2986,Weekday,Thursday,11,2016
Date2987,Weekday,Monday,5,2023
Date2988,Weekend,Saturday,1,1990
Date2989,Weekday,Monday,11,2021
Date2990,Weekday,Wednesday,8,2002
Date2991,Weekday,Friday,10,2011
Date2992,Weekday,Friday,5,2012
Date2993,Weekday,Monday,8,1997
Date2994,Weekend,Saturday,6,1999
Date2995,Weekend,Monday,8,2023
Date2996,Weekend,Friday,4,2001
Date2997,Weekday,Wednesday,4,2022
Date2998,Weekday,Monday,8,2018
Date2999,Weekday,Friday,5,2014
Date3000,Weekday,Friday,6,1999
Date3001,Weekend,Monday,6,1999
Date3002,Weekday,Tuesday,7,2022
Date3003,Weekday,Wednesday,10,2018
Date3004,Weekday,Monday,1,2018
Date3005,Weekday,Wednesday,12,1996
Date3006,Weekend,Friday,9,1991
Date3007,Weekend,Monday,7,1991
Date3008,Weekday,Friday,12,2011
Date3009,Weekday,Monday,5,1993
Date3010,Weekend,Monday,4,2009
Date3011,Weekday,Friday,12,2020
Date3012,Weekday,Monday,7,2001
Date3013,Weekend,Sunday,12,2014
Date3014,Weekday,Friday,12,1995
Date3015,Weekday,Wednesday,1,2022
Date3016,Weekday,Thursday,8,1989
Date3017,Weekend,Monday,5,2000
Date3018,Weekend,Saturday,1,2011
Date3019,Weekday,Wednesday,3,2002
Date3020,Weekend,Sunday,3,1997
Date3021,Weekday,Thursday,11,2012
Date3022,Weekend,Sunday,10,2024
Date3023,Weekday,Tuesday,2,1992
Date3024,Weekday,Monday,4,2018
Date3025,Weekday,Tuesday,11,2001
Date3026,Weekday,Tuesday,5,2022
Date3027,Weekday,Thursday,6,2005
Date3028,Weekend,Friday,9,1999
Date3029,Weekday,Tuesday,11,1996
Date3030,Weekday,Tuesday,9,1999
Date3031,Weekend,Friday,12,1991
Date3032,Weekend,Sunday,9,2017
Date3033,Weekday,Friday,9,2024
Date3034,Weekend,Friday,3,2013
Date3035,Weekday,Thursday,11,1989
Date3036,Weekend,Sunday,7,1994
Date3037,Weekend,Friday,1,2022
Date3038,Weekend,Friday,1,1997
Date3039,Weekend,Monday,10,1998
Date3040,Weekday,Friday,1,2013
Date3041,Weekend,Sunday,4,2013
Date3042,Weekend,Friday,7,1997
Date3043,Weekend,Saturday,12,1993
Date3044,Weekday,Monday,10,1993
Date3045,Weekend,Monday,10,2000
Date3046,Weekend,Friday,5,2004
Date3047,Weekend,Friday,9,1996
Date3048,Weekday,Tuesday,10,1991
Date3049,Weekend,Sunday,1,2008
Date3050,Weekend,Friday,9,2020
Date3051,Weekend,Monday,4,2014
Date3052,Weekend,Saturday,11,2002
Date3053,Weekday,Tuesday,11,2010
Date3054,Weekday,Friday,9,2023
Date3055,Weekday,Tuesday,4,1994
Date3056,Weekday,Thursday,7,2004
Date3057,Weekend,Sunday,6,2002
Date3058,Weekday,Monday,2,1997
Date3059,Weekend,Monday,2,2021
Date3060,Weekday,Monday,4,2002
Date3061,Weekend,Sunday,11,1995
Date3062,Weekday,Friday,7,1994
Date3063,Weekday,Thursday,12,2015
Date3064,Weekend,Monday,9,2013
Date3065,Weekend,Saturday,8,1994
Date3066,Weekend,Friday,3,2004
Date3067,Weekend,Saturday,6,2006
Date3068,Weekday,Monday,12,1997
Date3069,Weekday,Wednesday,6,1991
Date3070,Weekend,Monday,1,1996
Date3071,Weekday,Monday,4,1998
Date3072,Weekend,Friday,4,2014
Date3073,Weekday,Wednesday,4,1996
Date3074,Weekday,Thursday,7,2003
Date3075,Weekday,Wednesday,2,2023
Date3076,Weekday,Wednesday,1,2015
Date3077,Weekend,Saturday,6,2013
Date3078,Weekday,Monday,10,2002
Date3079,Weekday,Friday,11,2004
Date3080,Weekday,Wednesday,11,2006
Date3081,Weekend,Friday,12,2005
Date3082,Weekday,Friday,7,2012
Date3083,Weekday,Thursday,3,2020
Date3084,Weekend,Saturday,4,1992
Date3085,Weekday,Monday,1,2020
Date3086,Weekday,Wednesday,6,2007
Date3087,Weekday,Friday,12,2015
Date3088,Weekday,Tuesday,9,2015
Date3089,Weekend,Sunday,1,2019
Date3090,Weekend,Sunday,8,2002
Date3091,Weekday,Wednesday,9,1995
Date3092,Weekday,Wednesday,12,2008
Date3093,Weekday,Wednesday,6,2015
Date3094,Weekday,Monday,5,2003
Date3095,Weekday,Thursday,2,2010
Date3096,Weekday,Thursday,6,2003
Date3097,Weekday,Wednesday,7,2012
Date3098,Weekend,Monday,11,2024
Date3099,Weekday,Monday,4,1990
Date3100,Weekend,Monday,3,2022
Date3101,Weekend,Friday,10,2000
Date3102,Weekend,Friday,7,2016
Date3103,Weekend,Friday,3,2007
Date3104,Weekday,Friday,7,2013
Date3105,Weekday,Tuesday,8,2010
Date3106,Weekday,Thursday,10,2005
Date3107,Weekend,Saturday,9,2024
Date3108,Weekend,Sunday,8,2005
Date3109,Weekday,Tuesday,9,1991
Date3110,Weekday,Tuesday,4,2023
Date3111,Weekday,Friday,8,2024
Date3112,Weekday,Wednesday,4,2004
Date3113,Weekend,Friday,7,1990
Date3114,Weekend,Saturday,12,2006
Date3115,Weekday,Friday,8,1990
Date3116,Weekday,Thursday,12,2022
Date3117,Weekday,Monday,6,2002
Date3118,Weekend,Friday,12,2016
Date3119,Weekend,Saturday,1,2009
Date3120,Weekday,Friday,2,2008
Date3121,Weekend,Saturday,2,2001
Date3122,Weekday,Thursday,6,2007
Date3123,Weekend,Saturday,10,2000
Date3124,Weekday,Tuesday,9,2002
Date3125,Weekday,Monday,11,2006
Date3126,Weekend,Sunday,11,2002
Date3127,Weekday,Thursday,4,2023
Date3128,Weekend,Sunday,10,2020
Date3129,Weekend,Monday,5,2022
Date3130,Weekday,Tuesday,8,1992
Date3131,Weekend,Saturday,5,2019
Date3132,Weekend,Saturday,3,2023
Date3133,Weekday,Monday,1,1994
Date3134,Weekday,Monday,5,2019
Date3135,Weekend,Monday,8,2000
Date3136,Weekend,Sunday,6,2019
Date3137,Weekday,Tuesday,7,2003
Date3138,Weekday,Monday,1,1998
Date3139,Weekend,Sunday,5,2007
Date3140,Weekend,Friday,5,1996
Date3141,Weekday,Wednesday,12,2010
Date3142,Weekday,Thursday,4,2014
Date3143,Weekday,Monday,6,2009
Date3144,Weekday,Friday,8,1999
Date3145,Weekday,Monday,3,1999
Date3146,Weekend,Sunday,2,1990
Date3147,Weekday,Friday,11,1998
Date3148,Weekday,Tuesday,11,2011
Date3149,Weekday,Friday,3,1996
Date3150,Weekday,Tuesday,5,2015
Date3151,Weekday,Tuesday,9,2016
Date3152,Weekday,Friday,11,2009
Date3153,Weekday,Thursday,3,2012
Date3154,Weekend,Monday,12,2015
Date3155,Weekday,Tuesday,4,2021
Date3156,Weekend,Sunday,9,2015
Date3157,Weekend,Saturday,1,2008
Date3158,Weekend,Sunday,2,2011
Date3159,Weekday,Wednesday,1,2018
Date3160,Weekend,Friday,7,1991
Date3161,Weekday,Tuesday,12,2004
Date3162,Weekend,Saturday,11,2024
Date3163,Weekday,Friday,10,2023
Date3164,Weekday,Thursday,2,2005
Date3165,Weekend,Friday,2,2024
Date3166,Weekday,Thursday,10,2012
Date3167,Weekday,Wednesday,7,2013
Date3168,Weekend,Monday,12,1996
Date3169,Weekend,Saturday,11,1999
Date3170,Weekend,Monday,5,2020
Date3171,Weekday,Thursday,4,2018
Date3172,Weekend,Sunday,11,2014
Date3173,Weekday,Monday,6,1994
Date3174,Weekday,Tuesday,12,1996
Date3175,Weekday,Wednesday,3,2003
Date3176,Weekday,Friday,7,2002
Date3177,Weekday,Friday,2,2002
Date3178,Weekday,Thursday,8,1992
Date3179,Weekend,Friday,11,2010
Date3180,Weekend,Monday,9,1997
Date3181,Weekday,Friday,10,2008
Date3182,Weekday,Friday,11,2020
Date3183,Weekday,Wednesday,7,2023
Date3184,Weekend,Friday,2,2003
Date3185,Weekend,Friday,1,2019
Date3186,Weekday,Friday,2,2010
Date3187,Weekend,Sunday,8,1998
Date3188,Weekday,Wednesday,6,1999
Date3189,Weekday,Friday,12,1999
Date3190,Weekend,Sunday,10,2008
Date3191,Weekend,Saturday,7,2014
Date3192,Weekend,Friday,10,2012
Date3193,Weekend,Monday,7,2006
Date3194,Weekday,Wednesday,3,1994
Date3195,Weekend,Friday,10,1997
Date3196,Weekend,Sunday,5,2021
Date3197,Weekday,Thursday,8,2024
Date3198,Weekday,Friday,6,2021
Date3199,Weekend,Sunday,5,2015
Date3200,Weekend,Sunday,9,1994
Date3201,Weekend,Monday,4,1993
Date3202,Weekend,Friday,1,1995
Date3203,Weekend,Sunday,5,1995
Date3204,Weekend,Sunday,3,2024
Date3205,Weekday,Tuesday,2,2014
Date3206,Weekend,Friday,9,2004
Date3207,Weekday,Friday,2,1995
Date3208,Weekend,Monday,1,1995
Date3209,Weekday,Friday,11,1994
Date3210,Weekday,Thursday,2,2009
Date3211,Weekend,Friday,9,2023
Date3212,Weekday,Thursday,1,2015
Date3213,Weekday,Friday,10,1992
Date3214,Weekday,Tuesday,10,1993
Date3215,Weekend,Saturday,8,2001
Date3216,Weekday,Monday,5,2002
Date3217,Weekday,Monday,5,1990
Date3218,Weekend,Sunday,4,2018
Date3219,Weekend,Monday,8,2003
Date3220,Weekday,Friday,6,2008
Date3221,Weekend,Sunday,5,2019
Date3222,Weekday,Tuesday,10,2003
Date3223,Weekday,Monday,8,2003
Date3224,Weekend,Friday,3,2001
Date3225,Weekday,Tuesday,7,1995
Date3226,Weekend,Monday,8,1990
Date3227,Weekend,Sunday,1,2001
Date3228,Weekday,Tuesday,6,2011
Date3229,Weekend,Friday,12,2010
Date3230,Weekend,Saturday,1,1994
Date3231,Weekend,Friday,3,1994
Date3232,Weekday,Monday,10,1991
Date3233,Weekend,Monday,9,2009
Date3234,Weekend,Monday,7,1998
Date3235,Weekday,Wednesday,12,2018
Date3236,Weekend,Friday,10,2016
Date3237,Weekend,Sunday,9,1998
Date3238,Weekend,Sunday,11,1996
Date3239,Weekday,Thursday,5,2004
Date3240,Weekday,Thursday,7,2021
Date3241,Weekend,Sunday,5,2024
Date3242,Weekend,Sunday,7,1992
Date3243,Weekday,Tuesday,6,1999
Date3244,Weekend,Sunday,8,1996
Date3245,Weekday,Monday,6,2001
Date3246,Weekend,Monday,1,2021
Date3247,Weekday,Tuesday,8,1994
Date3248,Weekday,Friday,7,2017
Date3249,Weekday,Tuesday,4,1998
Date3250,Weekend,Friday,11,2008
Date3251,Weekday,Thursday,6,2010
Date3252,Weekday,Wednesday,9,2011
Date3253,Weekday,Tuesday,5,2003
Date3254,Weekend,Monday,12,2001
Date3255,Weekend,Monday,4,1992
Date3256,Weekday,Monday,8,2016
Date3257,Weekday,Friday,9,2015
Date3258,Weekend,Sunday,12,2004
Date3259,Weekday,Friday,7,1993
Date3260,Weekday,Tuesday,4,2020
Date3261,Weekend,Sunday,7,1993
Date3262,Weekday,Thursday,5,1991
Date3263,Weekday,Wednesday,1,2003
Date3264,Weekday,Friday,1,2000
Date3265,Weekday,Thursday,3,1989
Date3266,Weekday,Monday,7,2012
Date3267,Weekend,Monday,2,1994
Date3268,Weekend,Saturday,11,2023
Date3269,Weekday,Tuesday,1,2009
Date3270,Weekday,Tuesday,2,1990
Date3271,Weekday,Friday,12,1996
Date3272,Weekday,Thursday,10,2021
Date3273,Weekday,Wednesday,8,2007
Date3274,Weekday,Wednesday,8,1997
Date3275,Weekend,Saturday,10,2024
Date3276,Weekend,Monday,7,2010
Date3277,Weekend,Saturday,6,2020
Date3278,Weekend,Monday,6,2007
Date3279,Weekend,Friday,8,1999
Date3280,Weekday,Tuesday,3,1994
Date3281,Weekend,Saturday,9,2020
Date3282,Weekday,Tuesday,12,2003
Date3283,Weekday,Thursday,2,2001
Date3284,Weekday,Thursday,8,2012
Date3285,Weekday,Friday,6,2019
Date3286,Weekend,Sunday,10,1989
Date3287,Weekday,Thursday,12,2004
Date3288,Weekday,Tuesday,11,2002
Date3289,Weekday,Tuesday,2,2000
Date3290,Weekday,Friday,1,1998
Date3291,Weekend,Saturday,7,1992
Date3292,Weekend,Sunday,9,1996
Date3293,Weekend,Friday,3,1990
Date3294,Weekend,Monday,4,2005
Date3295,Weekend,Saturday,1,2022
Date3296,Weekend,Saturday,5,1996
Date3297,Weekend,Sunday,3,2008
Date3298,Weekday,Tuesday,2,1997
Date3299,Weekend,Monday,11,1991
Date3300,Weekday,Monday,7,2006
Date3301,Weekday,Friday,2,2020
Date3302,Weekday,Monday,9,2001
Date3303,Weekend,Friday,2,2019
Date3304,Weekend,Friday,5,2010
Date3305,Weekend,Monday,2,1989
Date3306,Weekend,Friday,1,1992
Date3307,Weekday,Tuesday,8,2006
Date3308,Weekday,Monday,2,1991
Date3309,Weekend,Saturday,6,2000
Date3310,Weekday,Monday,3,2017
Date3311,Weekend,Saturday,8,2021
Date3312,Weekday,Wednesday,3,2020
Date3313,Weekend,Saturday,7,2015
Date3314,Weekend,Sunday,1,2007
Date3315,Weekend,Saturday,7,1997
Date3316,Weekend,Monday,2,1992
Date3317,Weekday,Friday,3,1999
Date3318,Weekday,Friday,4,1994
Date3319,Weekend,Friday,4,1994
Date3320,Weekend,Friday,11,2000
Date3321,Weekday,Monday,7,1996
Date3322,Weekend,Friday,5,2007
Date3323,Weekend,Friday,3,1999
Date3324,Weekday,Friday,11,2023
Date3325,Weekday,Tuesday,4,2024
Date3326,Weekday,Friday,9,2009
Date3327,Weekend,Monday,6,2006
Date3328,Weekday,Wednesday,7,1998
Date3329,Weekend,Sunday,3,1998
Date3330,Weekend,Friday,6,2021
Date3331,Weekend,Friday,11,1997
Date3332,Weekday,Tuesday,12,2012
Date3333,Weekday,Thursday,4,1991
Date3334,Weekday,Thursday,1,2012
Date3335,Weekend,Saturday,10,2003
Date3336,Weekday,Monday,8,2011
Date3337,Weekday,Tuesday,9,2005
Date3338,Weekend,Friday,10,2009
Date3339,Weekend,Friday,9,2000
Date3340,Weekday,Tuesday,2,2010
Date3341,Weekday,Monday,3,2001
Date3342,Weekday,Thursday,9,2000
Date3343,Weekday,Wednesday,1,2007
Date3344,Weekend,Sunday,9,2020
Date3345,Weekday,Tuesday,1,1992
Date3346,Weekday,Wednesday,11,1993
Date3347,Weekend,Saturday,3,2015
Date3348,Weekday,Thursday,11,1993
Date3349,Weekend,Saturday,11,1998
Date3350,Weekend,Monday,11,1999
Date3351,Weekend,Saturday,10,2009
Date3352,Weekday,Friday,10,2010
Date3353,Weekday,Wednesday,1,1990
Date3354,Weekend,Sunday,11,2012
Date3355,Weekend,Saturday,4,2003
Date3356,Weekday,Friday,7,1998
Date3357,Weekday,Friday,8,2017
Date3358,Weekend,Sunday,4,2017
Date3359,Weekday,Tuesday,7,2001
Date3360,Weekday,Thursday,7,2014
Date3361,Weekend,Saturday,1,2015
Date3362,Weekend,Saturday,8,2008
Date3363,Weekend,Friday,10,2007
Date3364,Weekend,Friday,11,1996
Date3365,Weekday,Monday,1,2021
Date3366,Weekday,Thursday,5,2011
Date3367,Weekend,Monday,2,2002
Date3368,Weekend,Friday,7,2020
Date3369,Weekend,Friday,9,1995
Date3370,Weekend,Friday,10,1990
Date3371,Weekday,Friday,9,2022
Date3372,Weekday,Thursday,3,2014
Date3373,Weekday,Thursday,12,2014
Date3374,Weekday,Wednesday,3,2012
Date3375,Weekday,Thursday,6,1995
Date3376,Weekday,Thursday,3,2006
Date3377,Weekend,Monday,9,2003
Date3378,Weekday,Monday,12,2023
Date3379,Weekday,Tuesday,3,2015
Date3380,Weekday,Tuesday,12,2019
Date3381,Weekday,Thursday,11,2006
Date3382,Weekend,Saturday,4,2020
Date3383,Weekday,Friday,4,2011
Date3384,Weekday,Friday,4,1998
Date3385,Weekday,Thursday,12,2024
Date3386,Weekday,Friday,12,1993
Date3387,Weekend,Saturday,5,2015
Date3388,Weekend,Sunday,4,2011
Date3389,Weekend,Saturday,12,1997
Date3390,Weekend,Sunday,8,2008
Date3391,Weekend,Sunday,9,2018
Date3392,Weekend,Friday,12,2008
Date3393,Weekday,Friday,10,2000
Date3394,Weekday,Tuesday,4,1990
Date3395,Weekday,Tuesday,3,2006
Date3396,Weekend,Saturday,6,2005
Date3397,Weekend,Saturday,1,2001
Date3398,Weekday,Monday,3,2002
Date3399,Weekday,Friday,2,2024
Date3400,Weekday,Friday,7,1991
Date3401,Weekend,Saturday,12,2015
Date3402,Weekend,Sunday,12,1993
Date3403,Weekday,Tuesday,1,2007
Date3404,Weekday,Tuesday,8,1996
Date3405,Weekend,Monday,7,1990
Date3406,Weekend,Saturday,10,2018
Date3407,Weekday,Monday,8,2006
Date3408,Weekday,Monday,9,2018
Date3409,Weekday,Monday,3,2015
Date3410,Weekday,Monday,9,2003
Date3411,Weekend,Saturday,5,1991
Date3412,Weekend,Sunday,12,1999
Date3413,Weekday,Friday,5,1995
Date3414,Weekday,Monday,1,1995
Date3415,Weekday,Thursday,11,2009
Date3416,Weekday,Tuesday,8,2013
Date3417,Weekday,Monday,11,2004
Date3418,Weekend,Sunday,2,2009
Date3419,Weekend,Sunday,10,1991
Date3420,Weekday,Monday,10,2024
Date3421,Weekend,Friday,11,1990
Date3422,Weekday,Monday,4,1992
Date3423,Weekend,Sunday,3,2003
Date3424,Weekend,Saturday,1,1989
Date3425,Weekend,Friday,6,2007
Date3426,Weekday,Wednesday,1,1999
Date3427,Weekend,Friday,10,1996
Date3428,Weekend,Monday,4,2007
Date3429,Weekday,Thursday,7,1992
Date3430,Weekend,Sunday,11,2010
Date3431,Weekday,Friday,6,2024
Date3432,Weekend,Saturday,7,1999
Date3433,Weekday,Wednesday,5,1995
Date3434,Weekend,Sunday,8,1999
Date3435,Weekend,Saturday,7,2013
Date3436,Weekend,Friday,6,1996
Date3437,Weekend,Monday,1,1999
Date3438,Weekend,Saturday,4,1997
Date3439,Weekend,Friday,10,2020
Date3440,Weekday,Wednesday,6,1992
Date3441,Weekday,Wednesday,12,2017
Date3442,Weekend,Friday,7,2024
Date3443,Weekend,Sunday,5,2009
Date3444,Weekend,Sunday,12,1995
Date3445,Weekday,Monday,6,1989
Date3446,Weekend,Monday,8,2009
Date3447,Weekday,Wednesday,1,2005
Date3448,Weekend,Sunday,11,1992
Date3449,Weekday,Tuesday,10,2018
Date3450,Weekday,Wednesday,8,1989
Date3451,Weekend,Saturday,6,1990
Date3452,Weekday,Wednesday,11,2005
Date3453,Weekend,Friday,6,2010
Date3454,Weekday,Monday,2,2002
Date3455,Weekday,Tuesday,1,2010
Date3456,Weekend,Friday,12,2013
Date3457,Weekday,Wednesday,9,1994
Date3458,Weekend,Sunday,12,2003
Date3459,Weekday,Friday,11,1999
Date3460,Weekend,Saturday,5,2007
Date3461,Weekday,Tuesday,8,2022
Date3462,Weekend,Saturday,12,2016
Date3463,Weekday,Friday,2,2005
Date3464,Weekday,Friday,3,2004
Date3465,Weekday,Wednesday,6,2008
Date3466,Weekend,Monday,3,1990
Date3467,Weekday,Thursday,8,2001
Date3468,Weekend,Saturday,11,1991
Date3469,Weekend,Monday,3,2020
Date3470,Weekend,Friday,1,1991
Date3471,Weekday,Tuesday,1,2019
Date3472,Weekend,Monday,4,2013
Date3473,Weekday,Thursday,8,2023
Date3474,Weekday,Monday,6,2010
Date3475,Weekend,Friday,2,1992
Date3476,Weekday,Wednesday,5,2005
Date3477,Weekend,Saturday,2,2007
Date3478,Weekday,Wednesday,1,2010
Date3479,Weekday,Friday,6,1992
Date3480,Weekend,Saturday,10,1992
Date3481,Weekend,Monday,9,2010
Date3482,Weekday,Thursday,4,2019
Date3483,Weekday,Wednesday,11,1999
Date3484,Weekend,Saturday,3,1999
Date3485,Weekday,Friday,9,2001
Date3486,Weekend,Saturday,4,2016
Date3487,Weekday,Friday,9,1989
Date3488,Weekend,Saturday,10,2014
Date3489,Weekday,Thursday,7,1993
Date3490,Weekday,Wednesday,5,2006
Date3491,Weekday,Monday,1,1996
Date3492,Weekday,Monday,4,2017
Date3493,Weekend,Friday,12,1992
Date3494,Weekday,Monday,2,1996
Date3495,Weekday,Thursday,4,2021
Date3496,Weekday,Monday,2,2009
Date3497,Weekday,Tuesday,8,2012
Date3498,Weekday,Wednesday,5,2003
Date3499,Weekday,Tuesday,7,1994
Date3500,Weekday,Tuesday,9,2017
Date3501,Weekday,Thursday,2,1990
Date3502,Weekday,Friday,3,2020
Date3503,Weekend,Saturday,8,1989
Date3504,Weekday,Thursday,2,2024
Date3505,Weekend,Saturday,2,1998
Date3506,Weekend,Sunday,2,2000
Date3507,Weekday,Tuesday,2,2012
Date3508,Weekend,Monday,1,2008
Date3509,Weekday,Wednesday,2,2002
Date3510,Weekday,Monday,7,1994
Date3511,Weekday,Friday,8,2005
Date3512,Weekday,Tuesday,10,2007
Date3513,Weekday,Thursday,1,2008
Date3514,Weekday,Monday,5,1989
Date3515,Weekday,Tuesday,3,2023
Date3516,Weekend,Sunday,6,2001
Date3517,Weekday,Friday,9,1995
Date3518,Weekday,Monday,9,2013
Date3519,Weekday,Thursday,4,2012
Date3520,Weekend,Sunday,1,2018
Date3521,Weekend,Saturday,2,1991
Date3522,Weekend,Saturday,2,2020
Date3523,Weekday,Monday,6,2000
Date3524,Weekday,Monday,6,2006
Date3525,Weekend,Saturday,3,2017
Date3526,Weekday,Friday,4,1991
Date3527,Weekday,Wednesday,5,1989
Date3528,Weekday,Thursday,1,1997
Date3529,Weekday,Tuesday,9,2008
Date3530,Weekend,Monday,8,1991
Date3531,Weekday,Friday,5,1991
Date3532,Weekend,Sunday,9,2006
Date3533,Weekend,Friday,5,2021
Date3534,Weekend,Monday,12,1991
Date3535,Weekend,Saturday,6,2011
Date3536,Weekday,Wednesday,9,2016
Date3537,Weekday,Monday,3,2019
Date3538,Weekend,Monday,10,2006
Date3539,Weekend,Friday,7,1993
Date3540,Weekday,Tuesday,2,1998
Date3541,Weekday,Tuesday,6,2010
Date3542,Weekday,Friday,11,1995
Date3543,Weekday,Monday,12,2024
Date3544,Weekday,Thursday,9,2011
Date3545,Weekday,Friday,8,2019
Date3546,Weekend,Monday,6,2023
Date3547,Weekend,Monday,8,2005
Date3548,Weekday,Friday,6,2005
Date3549,Weekend,Friday,4,2015
Date3550,Weekday,Wednesday,1,2014
Date3551,Weekday,Wednesday,1,1997
Date3552,Weekend,Saturday,4,2017
Date3553,Weekday,Thursday,1,2009
Date3554,Weekday,Thursday,12,2019
Date3555,Weekday,Friday,4,2010
Date3556,Weekday,Thursday,10,2010
Date3557,Weekday,Monday,2,2004
Date3558,Weekday,Monday,12,2004
Date3559,Weekend,Monday,12,2003
Date3560,Weekend,Sunday,2,1996
Date3561,Weekend,Friday,9,2005
Date3562,Weekday,Wednesday,10,2024
Date3563,Weekday,Wednesday,3,2016
Date3564,Weekday,Monday,3,2003
Date3565,Weekend,Saturday,7,2008
Date3566,Weekday,Wednesday,11,2016
Date3567,Weekday,Friday,10,2004
Date3568,Weekday,Friday,8,2021
Date3569,Weekday,Tuesday,9,2011
Date3570,Weekend,Monday,6,2008
Date3571,Weekday,Wednesday,3,2015
Date3572,Weekend,Monday,11,2004
Date3573,Weekend,Friday,6,2019
Date3574,Weekday,Friday,8,1989
Date3575,Weekend,Friday,7,2011
