FatalityId,Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,SA4 Name 2021,National LGA Name 2021,National Road Type,Christmas Period,Easter Period,Age Group,Day of week,Time of day,Number Fatalities
Fatality128,20215088,WA,6,1990,Thursday,05:55:00.000000000,Single,No,No,No,110,Driver,Male,20,Inner Regional Australia,Western Australia - Wheat Belt,Chittering,National or State Highway,No,No,17_to_25,Weekday,Night,1
Fatality129,20162130,Vic,8,1993,Sunday,15:30:00.000000000,Multiple,No,No,Yes,100,Driver,Male,56,Inner Regional Australia,Geelong,Golden Plains,Undetermined,No,No,40_to_64,Weekend,Day,1
Fatality130,20202045,Vic,8,1991,Wednesday,10:19:00.000000000,Single,No,No,No,80,Driver,Male,67,Inner Regional Australia,Latrobe - Gippsland,Latrobe (Vic.),National or State Highway,No,No,65_to_74,Weekday,Day,1
Fatality131,20232032,Vic,3,1989,Thursday,14:28:00.000000000,Multiple,No,No,Yes,100,Passenger,Female,27,Inner Regional Australia,Shepparton,Moira,National or State Highway,No,No,26_to_39,Weekday,Day,5
Fatality132,20215075,WA,7,1990,Tuesday,17:07:00.000000000,Single,No,No,No,50,Passenger,Male,8,Unknown,Unknown,Unknown,Undetermined,No,No,0_to_16,Weekday,Day,1
Fatality133,20222186,Vic,8,1990,Wednesday,16:52:00.000000000,Single,No,No,No,60,Pedestrian,Female,65,Major Cities of Australia,Melbourne - Inner East,Whitehorse,Sub-arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality134,20193128,Qld,1,1991,Thursday,02:00:00.000000000,Single,No,No,No,60,Motorcycle pillion passenger,Female,29,Major Cities of Australia,Gold Coast,Gold Coast,Access road,No,No,26_to_39,Weekday,Night,2
Fatality135,20217016,NT,5,1990,Thursday,03:00:00.000000000,Single,No,No,No,100,Driver,Male,36,Outer Regional Australia,Darwin,Litchfield,Sub-arterial Road,No,No,26_to_39,Weekday,Night,1
Fatality136,20223088,Qld,10,1990,Sunday,05:00:00.000000000,Single,No,No,No,80,Pedestrian,Male,27,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay,Sub-arterial Road,No,No,26_to_39,Weekend,Night,1
Fatality137,20152020,Vic,1,1993,Thursday,07:25:00.000000000,Multiple,No,No,No,80,Motorcycle rider,Male,50,Major Cities of Australia,Melbourne - South East,Greater Dandenong,Sub-arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality138,20231102,NSW,7,1989,Saturday,20:49:00.000000000,Single,No,No,No,100,Driver,Male,18,Inner Regional Australia,Richmond - Tweed,Richmond Valley,Sub-arterial Road,No,No,17_to_25,Weekend,Night,2
Fatality139,20224065,SA,12,1990,Thursday,21:45:00.000000000,Single,No,No,No,60,Pedestrian,Female,40,Inner Regional Australia,South Australia - South East,Murray Bridge,Arterial Road,No,No,40_to_64,Weekday,Night,1
Fatality140,20211001,NSW,4,1990,Wednesday,22:15:00.000000000,Single,No,No,Yes,100,Driver,Male,52,Inner Regional Australia,New England and North West,Tamworth Regional,Arterial Road,No,No,40_to_64,Weekday,Night,1
Fatality141,20194080,SA,7,1991,Monday,07:00:00.000000000,Single,No,No,No,80,Driver,Male,31,Major Cities of Australia,Adelaide - North,Playford,Sub-arterial Road,No,No,26_to_39,Weekday,Day,1
Fatality142,20144025,SA,4,1994,Sunday,17:40:00.000000000,Multiple,Yes,No,No,60,Motorcycle rider,Female,33,Major Cities of Australia,Adelaide - North,Port Adelaide Enfield,Arterial Road,No,No,26_to_39,Weekend,Day,1
Fatality143,20181152,NSW,7,1992,Tuesday,22:00:00.000000000,Single,No,No,No,100,Driver,Male,22,Outer Regional Australia,Far West and Orana,Dubbo Regional,Arterial Road,No,No,17_to_25,Weekday,Night,1
Fatality144,20171066,NSW,5,1992,Wednesday,14:50:00.000000000,Multiple,No,No,No,80,Driver,Male,82,Inner Regional Australia,Sydney - Sutherland,Sutherland,Sub-arterial Road,No,No,75_or_older,Weekday,Day,1
Fatality145,20164061,SA,6,1993,Friday,19:50:00.000000000,Single,No,No,No,50,Driver,Female,39,Major Cities of Australia,Adelaide - South,Marion,Local Road,No,No,26_to_39,Weekend,Night,1
Fatality146,20226044,Tas,1,1989,Friday,00:14:00.000000000,Multiple,No,Yes,No,110,Driver,Male,19,Outer Regional Australia,South East,Southern Midlands,National or State Highway,No,No,17_to_25,Weekday,Night,2
Fatality147,20232076,Vic,6,1989,Saturday,02:40:00.000000000,Single,No,No,No,60,Driver,Male,76,Inner Regional Australia,Shepparton,Moira,National or State Highway,No,No,75_or_older,Weekend,Night,1
Fatality148,20213131,Qld,3,1990,Friday,01:00:00.000000000,Single,No,No,No,60,Pedestrian,Male,21,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Local Road,Yes,No,17_to_25,Weekday,Night,1
Fatality149,20211211,NSW,3,1990,Friday,13:45:00.000000000,Single,No,No,No,80,Motorcycle rider,Male,66,Outer Regional Australia,Mid North Coast,Mid-Coast,Sub-arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality150,20203003,Qld,10,1991,Thursday,16:00:00.000000000,Multiple,No,No,No,80,Pedal cyclist,Male,69,Inner Regional Australia,Moreton Bay - North,Moreton Bay,Sub-arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality151,20172106,Vic,3,1992,Sunday,16:25:00.000000000,Multiple,No,No,No,100,Driver,Female,75,Inner Regional Australia,Latrobe - Gippsland,Bass Coast,Collector Road,No,No,75_or_older,Weekend,Day,1
Fatality152,20163205,Qld,11,1993,Saturday,00:00:00.000000000,Single,No,No,No,60,Pedestrian,Male,44,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekend,Night,1
Fatality153,20172027,Vic,5,1992,Friday,01:00:00.000000000,Single,No,No,No,50,Driver,Male,18,Major Cities of Australia,Melbourne - Inner South,Stonnington,Collector Road,No,No,17_to_25,Weekday,Night,1
Fatality154,20244026,SA,12,1989,Sunday,06:35:00.000000000,Single,No,No,No,50,Pedestrian,Female,50,Very Remote Australia,South Australia - Outback,Unincorporated SA,Local Road,No,No,40_to_64,Weekend,Day,1
Fatality155,20193064,Qld,7,1991,Wednesday,15:00:00.000000000,Multiple,No,No,No,110,Motorcycle rider,Male,35,Major Cities of Australia,Gold Coast,Gold Coast,Sub-arterial Road,No,No,26_to_39,Weekday,Day,1
Fatality156,20201204,NSW,11,1991,Wednesday,11:45:00.000000000,Single,No,No,No,100,Motorcycle rider,Male,78,Inner Regional Australia,New England and North West,Armidale Regional,Local Road,No,No,75_or_older,Weekday,Day,1
Fatality157,20164073,SA,4,1993,Saturday,11:50:00.000000000,Multiple,No,No,No,80,Driver,Female,61,Major Cities of Australia,Adelaide - South,Onkaparinga,Collector Road,No,No,40_to_64,Weekend,Day,3
Fatality158,20244035,SA,10,1989,Tuesday,20:55:00.000000000,Single,No,No,No,100,Driver,Male,75,Inner Regional Australia,South Australia - South East,Yankalilla,Arterial Road,No,No,75_or_older,Weekday,Night,1
Fatality159,20171207,NSW,5,1992,Sunday,12:31:00.000000000,Multiple,No,No,No,80,Motorcycle rider,Male,56,Outer Regional Australia,Riverina,Snowy Valleys,Sub-arterial Road,No,No,40_to_64,Weekend,Day,1
Fatality160,20194025,SA,7,1991,Saturday,06:20:00.000000000,Single,No,Yes,No,110,Driver,Male,36,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield,National or State Highway,No,No,26_to_39,Weekend,Day,1
Fatality161,20194075,SA,1,1991,Tuesday,10:50:00.000000000,Single,No,No,No,60,Driver,Male,32,Major Cities of Australia,Adelaide - North,Playford,Sub-arterial Road,No,No,26_to_39,Weekday,Day,1
Fatality162,20226024,Tas,8,1990,Wednesday,22:12:00.000000000,Single,No,No,No,110,Pedestrian,Female,37,Inner Regional Australia,Hobart,Brighton,National or State Highway,No,No,26_to_39,Weekday,Night,1
Fatality163,20221200,NSW,9,1990,Thursday,09:30:00.000000000,Multiple,No,No,No,100,Passenger,Female,79,Inner Regional Australia,Murray,Federation,National or State Highway,No,No,75_or_older,Weekday,Day,2
Fatality164,20161169,NSW,9,1993,Thursday,10:30:00.000000000,Multiple,No,No,Yes,90,Driver,Male,76,Inner Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,75_or_older,Weekday,Day,1
Fatality165,20183124,Qld,7,1992,Friday,12:00:00.000000000,Multiple,No,No,No,60,Passenger,Female,78,Inner Regional Australia,Toowoomba,Toowoomba,National or State Highway,No,No,75_or_older,Weekday,Day,1
Fatality166,20152023,Vic,3,1993,Thursday,19:57:00.000000000,Single,No,No,No,100,Passenger,Male,19,Inner Regional Australia,Geelong,Golden Plains,Sub-arterial Road,Yes,No,17_to_25,Weekday,Night,1
Fatality167,20243042,Qld,10,1989,Thursday,13:00:00.000000000,Multiple,No,No,No,60,Motorcycle rider,Male,37,Major Cities of Australia,Brisbane - North,Brisbane,Local Road,No,No,26_to_39,Weekday,Day,1
Fatality168,20161140,NSW,7,1993,Tuesday,13:30:00.000000000,Multiple,No,No,Yes,100,Driver,Male,58,Outer Regional Australia,New England and North West,Uralla,Arterial Road,No,No,40_to_64,Weekday,Day,2
Fatality169,20144034,SA,2,1994,Thursday,11:55:00.000000000,Multiple,No,No,No,110,Pedal cyclist,Male,36,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,Arterial Road,No,No,26_to_39,Weekday,Day,1
Fatality170,20172090,Vic,4,1992,Sunday,16:40:00.000000000,Multiple,No,No,No,80,Passenger,Male,32,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges,Arterial Road,No,No,26_to_39,Weekend,Day,1
Fatality171,20143104,Qld,4,1994,Saturday,14:00:00.000000000,Multiple,No,No,No,60,Motorcycle rider,Male,21,Unknown,Unknown,Unknown,Undetermined,No,No,17_to_25,Weekend,Day,1
Fatality172,20157016,NT,3,1993,Friday,04:12:00.000000000,Single,No,No,No,130,Pedestrian,Female,26,Very Remote Australia,Northern Territory - Outback,Roper Gulf,National or State Highway,No,No,26_to_39,Weekday,Night,1
Fatality173,20145006,WA,5,1994,Sunday,11:19:00.000000000,Multiple,No,No,No,110,Motorcycle rider,Male,45,Very Remote Australia,Western Australia - Outback (South),Dundas,National or State Highway,No,No,40_to_64,Weekend,Day,1
Fatality174,20173071,Qld,12,1993,Wednesday,09:00:00.000000000,Single,No,No,No,100,Driver,Male,39,Inner Regional Australia,Wide Bay,Gympie,Sub-arterial Road,No,No,26_to_39,Weekday,Day,1
Fatality175,20233016,Qld,5,1989,Friday,00:00:00.000000000,Multiple,No,No,No,60,Passenger,Female,18,Inner Regional Australia,Toowoomba,Toowoomba,Local Road,No,No,17_to_25,Weekday,Night,1
Fatality176,20161243,NSW,7,1993,Friday,10:53:00.000000000,Multiple,No,No,No,90,Pedestrian,Male,19,Major Cities of Australia,Sydney - Parramatta,Parramatta,Arterial Road,No,No,17_to_25,Weekday,Day,1
Fatality177,20143080,Qld,3,1994,Friday,20:00:00.000000000,Multiple,No,No,Yes,80,Driver,Male,32,Unknown,Unknown,Unknown,Undetermined,No,No,26_to_39,Weekend,Night,2
Fatality178,20205044,WA,11,1991,Sunday,08:00:00.000000000,Single,No,No,No,110,Passenger,Female,25,Unknown,Unknown,Unknown,Undetermined,No,No,17_to_25,Weekend,Day,1
Fatality179,20234094,SA,6,1989,Wednesday,09:55:00.000000000,Single,No,No,No,60,Pedestrian,Male,65,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield,Sub-arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality180,20191165,NSW,5,1991,Monday,09:15:00.000000000,Multiple,No,Yes,No,80,Driver,Male,90,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Arterial Road,No,No,75_or_older,Weekday,Day,1
Fatality181,20223134,Qld,10,1990,Sunday,11:00:00.000000000,Single,No,No,No,80,Driver,Male,77,Inner Regional Australia,Wide Bay,Fraser Coast,Local Road,No,No,75_or_older,Weekend,Day,1
Fatality182,20212067,Vic,7,1990,Tuesday,12:19:00.000000000,Multiple,No,No,No,100,Motorcycle rider,Male,71,Inner Regional Australia,Hume,Benalla,Sub-arterial Road,No,No,65_to_74,Weekday,Day,2
Fatality183,20171324,NSW,5,1992,Wednesday,07:10:00.000000000,Multiple,No,No,No,80,Passenger,Male,74,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality184,20181242,NSW,6,1992,Tuesday,20:54:00.000000000,Single,No,No,No,60,Pedestrian,Male,58,Major Cities of Australia,Sydney - Parramatta,Canterbury-Bankstown,Collector Road,Yes,No,40_to_64,Weekday,Night,1
Fatality185,20152007,Vic,1,1993,Saturday,07:35:00.000000000,Multiple,No,Yes,No,100,Driver,Male,39,Major Cities of Australia,Melbourne - South East,Casey,National or State Highway,No,No,26_to_39,Weekend,Day,1
Fatality186,20212135,Vic,7,1990,Tuesday,07:15:00.000000000,Multiple,No,No,No,40,Pedestrian,Male,44,Major Cities of Australia,Mornington Peninsula,Frankston,Sub-arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality187,20182134,Vic,7,1992,Monday,14:45:00.000000000,Single,No,No,No,100,Driver,Male,68,Outer Regional Australia,North West,Horsham,Arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality188,20181014,NSW,9,1992,Sunday,08:53:00.000000000,Multiple,No,No,No,100,Driver,Male,67,Inner Regional Australia,Riverina,Snowy Valleys,Arterial Road,No,No,65_to_74,Weekend,Day,1
Fatality189,20222078,Vic,10,1990,Thursday,17:35:00.000000000,Single,No,No,No,100,Driver,Male,36,Inner Regional Australia,Warrnambool and South West,Colac Otway,Access road,No,No,26_to_39,Weekday,Day,1
Fatality190,20213069,Qld,3,1990,Monday,00:00:00.000000000,Single,No,No,No,100,Driver,Male,32,Inner Regional Australia,Wide Bay,South Burnett,National or State Highway,No,No,26_to_39,Weekend,Night,1
Fatality191,20201165,NSW,1,1990,Saturday,15:15:00.000000000,Multiple,No,No,No,80,Motorcycle rider,Male,28,Major Cities of Australia,Sydney - North Sydney and Hornsby,North Sydney,National or State Highway,No,No,26_to_39,Weekend,Day,1
Fatality192,20202002,Vic,10,1991,Tuesday,05:59:00.000000000,Multiple,No,Yes,No,80,Driver,Male,57,Major Cities of Australia,Melbourne - West,Wyndham,National or State Highway,No,No,40_to_64,Weekday,Night,1
Fatality193,20141058,NSW,5,1994,Friday,16:00:00.000000000,Single,No,No,No,100,Motorcycle rider,Male,52,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality194,20191041,NSW,3,1991,Saturday,21:56:00.000000000,Multiple,No,No,No,110,Driver,Male,35,Outer Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,26_to_39,Weekend,Night,2
Fatality195,20163044,Qld,7,1993,Monday,07:00:00.000000000,Multiple,No,Yes,No,80,Motorcycle rider,Male,40,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality196,20166030,Tas,10,1993,Saturday,12:30:00.000000000,Single,No,No,No,80,Motorcycle rider,Male,16,Outer Regional Australia,West and North West,Kentish,Local Road,No,No,0_to_16,Weekend,Day,1
Fatality197,20175050,WA,4,1992,Thursday,12:30:00.000000000,Single,Yes,No,No,20,Pedestrian,Male,89,Unknown,Unknown,Unknown,Undetermined,No,No,75_or_older,Weekday,Day,1
Fatality198,20202095,Vic,1,1990,Sunday,07:37:00.000000000,Single,No,No,No,50,Driver,Male,17,Major Cities of Australia,Melbourne - North East,Whittlesea,Local Road,No,No,17_to_25,Weekend,Day,1
Fatality199,20241280,NSW,7,1989,Thursday,17:25:00.000000000,Multiple,No,No,Yes,100,Driver,Female,65,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway,No,No,65_to_74,Weekday,Day,1
Fatality200,20191051,NSW,4,1991,Saturday,17:00:00.000000000,Single,No,No,No,100,Driver,Male,68,Inner Regional Australia,Richmond - Tweed,Kyogle,National or State Highway,No,No,65_to_74,Weekend,Day,1
Fatality201,20173207,Qld,2,1992,Thursday,06:00:00.000000000,Single,No,No,No,60,Motorcycle rider,Male,51,Inner Regional Australia,Gold Coast,Gold Coast,Sub-arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality202,20211138,NSW,3,1990,Monday,13:20:00.000000000,Single,No,No,No,80,Driver,Male,73,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway,No,No,65_to_74,Weekday,Day,1
Fatality203,20201189,NSW,12,1991,Saturday,02:12:00.000000000,Single,No,No,No,60,Passenger,Male,19,Major Cities of Australia,Sydney - Inner South West,Georges River,Arterial Road,No,No,17_to_25,Weekend,Night,1
Fatality204,20171065,NSW,3,1992,Monday,09:30:00.000000000,Single,No,No,No,100,Driver,Female,55,Very Remote Australia,Far West and Orana,Unincorporated,Sub-arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality205,20182073,Vic,1,1991,Saturday,03:15:00.000000000,Single,No,No,No,60,Pedestrian,Male,32,Major Cities of Australia,Geelong,Greater Geelong,Collector Road,No,No,26_to_39,Weekend,Night,1
Fatality206,20193196,Qld,4,1991,Tuesday,08:00:00.000000000,Single,No,No,No,100,Driver,Male,24,Outer Regional Australia,Darling Downs - Maranoa,Toowoomba,Local Road,No,No,17_to_25,Weekday,Day,2
Fatality207,20226001,Tas,9,1990,Saturday,16:30:00.000000000,Single,No,No,No,100,Driver,Female,64,Inner Regional Australia,Hobart,Sorell,Collector Road,No,No,40_to_64,Weekend,Day,1
Fatality208,20193160,Qld,4,1991,Friday,16:00:00.000000000,Single,No,No,No,100,Passenger,Female,20,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba,National or State Highway,No,No,17_to_25,Weekday,Day,1
Fatality209,20212065,Vic,4,1990,Thursday,13:00:00.000000000,Multiple,No,No,No,100,Motorcycle rider,Male,65,Outer Regional Australia,Latrobe - Gippsland,Baw Baw,Collector Road,No,Yes,65_to_74,Weekday,Day,1
Fatality210,20205118,WA,12,1991,Friday,08:59:00.000000000,Multiple,No,No,No,100,Driver,Female,84,Major Cities of Australia,Perth - South West,Rockingham,Local Road,No,No,75_or_older,Weekday,Day,1
Fatality211,20153088,Qld,2,1993,Tuesday,18:00:00.000000000,Single,No,No,No,50,Motorcycle rider,Male,46,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Night,1
Fatality212,20174073,SA,4,1992,Wednesday,07:40:00.000000000,Single,No,No,No,100,Driver,Male,55,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa,Arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality213,20151014,NSW,8,1994,Monday,10:45:00.000000000,Multiple,No,Yes,No,70,Driver,Male,29,Major Cities of Australia,Sydney - Inner West,Canada Bay,Arterial Road,No,No,26_to_39,Weekday,Day,2
Fatality214,20163168,Qld,7,1993,Thursday,07:00:00.000000000,Single,No,No,No,100,Driver,Male,46,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality215,20163190,Qld,7,1993,Thursday,18:00:00.000000000,Single,No,No,No,100,Driver,Male,20,Unknown,Unknown,Unknown,Undetermined,No,No,17_to_25,Weekday,Night,1
Fatality216,20233242,Qld,3,1989,Wednesday,15:00:00.000000000,Multiple,No,No,No,60,Motorcycle rider,Male,27,Major Cities of Australia,Brisbane - North,Brisbane,Collector Road,No,No,26_to_39,Weekday,Day,1
Fatality217,20152189,Vic,8,1994,Thursday,07:40:00.000000000,Multiple,No,No,Yes,100,Driver,Male,31,Inner Regional Australia,Warrnambool and South West,Corangamite,Arterial Road,No,No,26_to_39,Weekday,Day,1
Fatality218,20202016,Vic,1,1990,Wednesday,21:13:00.000000000,Single,No,No,No,70,Pedestrian,Female,34,Major Cities of Australia,Melbourne - West,Maribyrnong,National or State Highway,No,No,26_to_39,Weekday,Night,1
Fatality219,20207025,NT,11,1991,Wednesday,10:25:00.000000000,Single,No,No,No,130,Passenger,Female,21,Very Remote Australia,Northern Territory - Outback,Barkly,National or State Highway,No,No,17_to_25,Weekday,Day,1
Fatality220,20188008,ACT,9,1992,Sunday,19:30:00.000000000,Single,No,No,No,60,Motorcycle rider,Male,49,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Collector Road,No,No,40_to_64,Weekend,Night,1
Fatality221,20154023,SA,10,1994,Tuesday,07:00:00.000000000,Multiple,No,No,No,60,Driver,Male,31,Major Cities of Australia,Adelaide - West,Charles Sturt,Sub-arterial Road,No,No,26_to_39,Weekday,Day,1
Fatality222,20232162,Vic,2,1989,Tuesday,13:20:00.000000000,Single,No,No,No,60,Pedestrian,Female,99,Major Cities of Australia,Melbourne - Inner,Moonee Valley,Sub-arterial Road,No,No,75_or_older,Weekday,Day,1
Fatality223,20154022,SA,11,1994,Thursday,18:10:00.000000000,Single,No,No,No,100,Driver,Male,75,Inner Regional Australia,South Australia - South East,Victor Harbor,Sub-arterial Road,No,No,75_or_older,Weekday,Night,1
Fatality224,20211079,NSW,4,1990,Saturday,04:45:00.000000000,Single,No,No,No,110,Driver,Male,27,Outer Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,26_to_39,Weekend,Night,2
Fatality225,20154061,SA,11,1994,Saturday,14:30:00.000000000,Multiple,No,No,No,80,Motorcycle rider,Male,28,Inner Regional Australia,Adelaide - South,Onkaparinga,Sub-arterial Road,No,No,26_to_39,Weekend,Day,1
Fatality226,20151256,NSW,8,1994,Sunday,21:00:00.000000000,Single,No,No,No,100,Driver,Male,36,Outer Regional Australia,Capital Region,Hilltops,Local Road,No,No,26_to_39,Weekend,Night,1
